KEY ID	SChinese
QCResAWasAtB_QCCrewNoOne_ANY	刚刚没有人在{0}
QCResAWasAtBNeg_QCCrewMe_ANY	我刚刚不在{0}
QCResAWasAtBNeg	{0} 刚刚不在{1}
QCResAWasAtBNeg_QCCrewNoOne_ANY
QCQstWhoWasWith_QCCrewMe	刚刚是谁和我一起？
QCQstWhoWasWith	{0} 刚刚和谁一起？
QCQstWhoWasWith_QCCrewNoOne	刚刚谁独自行动？
QCQstWhatWasADoing_QCCrewMe
QCQstWhatWasADoing	{0} 刚刚在做什么？
QCQstWhatWasADoing_QCCrewNoOne
QCQstWhereWasA_QCCrewMe
QCQstWhereWasA	{0} 刚刚在哪里？
QCQstWhereWasA_QCCrewNoOne
QCStaASawB_QCCrewMe_ANY	我看见 {0}
QCStaASawB_QCCrewMe_QCCrewNoOne	我没看见任何人
QCStaASawB_QCCrewMe_QCCrewMe
QCStaASawB_ANY_QCCrewMe	{0} 看见了我
QCStaASawB	{0} 看见了{1}
QCStaASawB_ANY_QCCrewNoOne	{0} 没看见任何人
QCStaASawB_QCCrewNoOne_QCCrewMe	没人看见我
QCStaASawB_QCCrewNoOne_ANY	没人看见 {0}
QCStaASawB_QCCrewNoOne_QCCrewNoOne	没有人看见任何人
QCStaAWasWithB_QCCrewMe_ANY	我刚刚和 {0} 一起
QCStaAWasWithB_QCCrewMe_QCCrewNoOne	我刚刚没有和任何人一起
QCStaAWasWithB_QCCrewMe_QCCrewMe
QCStaAWasWithB_ANY_QCCrewMe	{0} 刚刚和我一起
QCStaAWasWithB	{1} 刚刚和 {0} 一起
QCStaAWasWithB_ANY_QCCrewNoOne	{0} 刚刚没有和任何人一起
QCStaAWasWithB_QCCrewNoOne_QCCrewMe	刚刚没有人和我一起
QCStaAWasWithB_QCCrewNoOne_ANY	刚刚没有人和 {1} 一起
QCStaAWasWithB_QCCrewNoOne_QCCrewNoOne	刚刚没有人和任何人一起
QCStaADidB_QCCrewMe_ANY	我做了{0}
QCStaADidB	{0} 做了{1}
QCStaADidB_QCCrewNoOne_ANY	没人做了{1}
QCStaASelfReported_QCCrewMe	我自首了
QCStaASelfReported	{0} 我自首了
QCStaASelfReported_QCCrewNoOne	没有人自首
QCStaACalledMeeting_QCCrewMe	我召开了会议
QCStaACalledMeeting	{0} 召开了会议
QCStaACalledMeeting_QCCrewNoOne	没有人召开会议
QCMore	更多
QCQstWhy	为什么？
QCCrewSomeone	某个人
QCResUrWelcome	不客气
QCResNp	没问题
QCResYikes	哎呀
QCResRipCrew	安息吧，{0}
QCResYeetCrew	嘿，{0}
QCSelfWasOnVitals	我当时在看船员健康面板
QCSawDeadCrewOnVitals	我在健康面板上看到{0}死了
QCSelfSawTwoCrew	我看到有两个{0}
QCCrewShapeshifted	{0}变身了
QCSelfSawCrewDoVisualTask	我看到{0}在做可视任务
QCSelfWasOnDoorlogs	我当时在看出入记录
QCSelfWasOnAdmin	我当时在管理室
QCSelfAmVotingCrew	我准备投{0}
QCCrewWasPretendingTasks	{0}在假装做任务
QCCrewWasPretendingSabotage	{0}在假装修复{1}
QCLobbyMoreImpostors	伪装者多一点？
QCLobbyLessImpostors	伪装者少一点？
QCLobbyConfirmEjects	确认驱逐？
QCLobbyMoreEmergencyMeetings	紧急会议多一点？
QCLobbyLessEmergencyMeetings	紧急会议少一点？
QCLobbyAnonymousVotes	匿名投票？
QCLobbyMoreEmergencyCooldownTime	紧急会议冷却时间更长？
QCLobbyLessEmergencyCooldownTime	紧急会议冷却时间更短？
QCLobbyMoreDiscussionTime	讨论时间长一点？
QCLobbyLessDiscussionTime	讨论时间短一点？
QCLobbyMoreVotingTime	投票时间长一点？
QCLobbyLessVotingTime	投票时间短一点？
QCLobbyFasterPlayerSpeed	玩家速度快一点？
QCLobbySlowerPlayerSpeed	玩家速度慢一点？
QCLobbyTaskBarUpdates	任务条更新？
QCLobbyVisualTasks	可视任务？
QCLobbyMoreCrewmateVision	船员视野大一点？
QCLobbyLessCrewmateVision	船员视野小一点？
QCLobbyMoreImpostorVision	伪装者视野大一点？
QCLobbyLessImpostorVision	伪装者视野小一点？
QCLobbyMoreKillCooldownTime	击杀冷却时间长一点？
QCLobbyLessKillCooldownTime	击杀冷却时间短一点？
QCLobbyLongerKillDistance	击杀范围远一点？
QCLobbyShorderKillDistance	击杀范围近一点？
QCLobbyMoreCommonTasks	普通任务多一点？
QCLobbyLessCommonTasks	普通任务少一点？
QCLobbyMoreLongTasks	长任务多一点？
QCLobbyLessLongTasks	长任务少一点？
QCLobbyMoreShortTasks	短任务多一点？
QCLobbyLessShortTasks	短任务少一点？
QCLobbyRoleScientists	科学家？
QCLobbyRoleGuardianAngels	守护天使？
QCLobbyRoleEngineers	工程师？
QCLobbyRoleShapeshifters	变形者？
QCLobbyRoleNone	没有角色
QCResLess	少一点
QCResMore	多一点
QCResNone	无
QCLobbyHNSMoreHideTime	躲藏时间长一点？
QCLobbyHNSLessHideTime	躲藏时间短一点？
QCLobbyHNSMoreFinalHideTime	终局躲藏时间长一点？
QCLobbyHNSLessFinalHideTime	终局躲藏时间短一点？
QCLobbyHNSFlashlightMode	手电筒模式？
QCLobbyHNSMoreCrewmateFlashlightSize	船员手电筒范围更大？
QCLobbyHNSLessCrewmateFlashlightSize	船员手电筒范围更小？
QCLobbyHNSMoreImpostorFlashlightSize	伪装者手电筒范围更大？
QCLobbyHNSLessImpostorFlashlightSize	伪装者手电筒范围更小？
QCLobbyHNSShowNames	显示名称？
QCLobbyHNSMoreVents	通风口多一点？
QCLobbyHNSLessVents	通风口少一点？
QCLobbyHNSMoreTimeInVent	在通风口时间长一点？
QCLobbyHNSLessTimeInVent	在通风口时间短一点？
QCLobbyHNSMoreFinalHideImpostorSpeed	终局躲藏伪装者速度更快？
QCLobbyHNSLessFinalHideImpostorSpeed	终局躲藏伪装者速度更慢？
QCLobbyHNSFinalHideSeekMap	终局躲藏寻人地图？
QCLobbyHNSFinalHidePings	终局躲藏定位？
QCLobbyHNSMorePingInterval	定位间隔长一点？
QCLobbyHNSLessPingInterval	定位间隔短一点？
QCResAgree	同意
QCResDisagree	反对
QCResNice	很好哦
QCResUhOh	啊噢
QCResOops	唉哟
QCResExclamationMarks	！！！
QCResQuestionMarks	？？？
SecurityLogsSystem	保安日志
SecurityCamsSystem	保安摄像头
AdminMapSystem	管理室地图
VitalsSystem	生命监测器
EngagementScreenSignIn	正在登录...
EngagementScreen	按任意键开始。
SaveGameOutOfSpaceMessage	您要在不保存的情况下继续吗？
SaveGameOutOfSpaceConfirm	继续
SaveGameOutOfSpaceCancel	重试
Success	成功！
Failed	失败！
ErrorCreate	创建账号时发生问题，请稍后再试。
SuccessCreate	您已成功创建账号！
Close	关闭
ErrorLogIn	无法连上您的《Among Us》账号。
SuccessLogIn	您已成功登录账号！
AccountInfo	账号信息
Account	账号
UserName	用户名称
Height	身高
Weight	体重
SignIn	登录
CreateAccount	创建账号
RequestPermission	请求许可
RandomizeName	随机命名
AccountLinking	账号链接
ChangeName	更改名称
LogOut	登出
GuardianWait	您必须等候监护人给予许可才能使用自由聊天和更改用户名称。
EmailEdit	编辑电子邮件
EmailResend	重新发送电子邮件
GuestContinue	以游客身份继续
GuardianEmailSent	已向监护人发送电子邮件
GuardianCheckEmail	别忘了请您的监护人检查电子邮件，以解锁所有游戏功能。
EditName	编辑名称
Name	名称
CreateAccountQuestion	创建账号？
DoYouWantCreate	您要创建账号吗？
PermissionRequired	需要许可
NeedPermissionText	我们需要以电子邮件征求您监护人的许可才能继续。如果监护人同意，您便可以在线使用自由聊天和更改用户名称。请寻求成年人协助您取得许可吧！
GuardianEmailTitle	监护人的电子邮件
Send	发送
Undo	撤销
Clear	清空
NewEmail	新电邮地址
ConfirmEmail	确认电邮地址
EditEmail	编辑电邮地址
Loading	加载中
Welcome	欢迎
GuardianEmail	[您监护人的电子邮件]
BanButton	封禁
KickButton	踢出
ReportButton	报告
ReportConfirmation	您已成功举报下列用户。
ReportBadName	不当名称
ReportBadChat	不当聊天
ReportHacking	作弊 / 黑客
ReportHarassment	骚扰 / 不当行为
ReportWhy	请问您举报这位用户的原因是？
DLLNotFoundAccountError	您在连接到线上服务时发生了问题。在修复此问题之前，您只能游玩本地或练习模式。请稍后再试。
ContinueOffline	离线游戏
WantToLogIn	您当前尚未登录账号。
GoOffline	离线
PlayAsGuest	以游客身份游玩
LogInTitle	登录账号
LogInInfoText	登录或创建 Among Us 账号以使用如下等游戏功能：\n\n- 于特定设备间跨设备保存进度\n- 自由聊天\n- 链接造型\n- 还有更多内容！\n\n根据账号类型的不同，部分功能可能需要家长或监护人许可。
LogInInfoTextSwitch	如果您登录完整账号，往后便可再次登录。如果您尚未拥有账号，将会自动为您创建账号。
ControllerDisconnectedMessage	控制器连接中断
FollowUs	跟随我们！
QuickChatInstructionsStart	您游戏内聊天设置为“仅限快速聊天”。
QuickChatInstructionsChild	您需要先取得家长或监护人的同意才可使用完整聊天功能。
QuickChatInstructionsGuest	您需要登录才可更改此项目。
QuickChatInstructionsFull	您在游玩期间只能使用快速聊天功能，且只能与其他使用快速聊天功能的用户一同游玩。
SwitchEShopBrowseAll	查看 Nintendo eShop 的所有商品
Download	下载
Upload	上传
pk05_davehat	Dave 的帽子
pk05_Ellie	Ellie
pk05_Svenhat	Sven 的帽子
pk05_Burthat	Burt 的帽子
pk05_Ellryhat	Ellry 的朋克头
pk05_monocles	双片眼镜
pk05_cheesetoppat	芝士高帽
pk05_Macbethhat	Mr. Macbeth 的高帽
pk05_HenryToppat	Henry 的高帽
pk05_EllieToppat	Ellie 的高帽
pk05_GeoffreyToppat	Geoffrey 的高帽
InsufficientStorageError	存储空间不足，无法下载资源包。请在设备上挪出空间后再试一次。
NetworkError	发生网络错误。请检查连接设置后再试一次。
OtherDownloadError	发生错误：{0}
DownloadingLabel	正在下载 {0}
DownloadSizeLabel	下载大小：{0}MB
TimeRemaining	剩余时间：{0}
DeadLabel	死亡
InviteFriends	邀请朋友
NutriLabel	营养
CO2Label	二氧化碳
RADLabel	辐射
WaterLabel	水
DoorlogLabel	通行纪录
VitalsLabel	生命
OptionsLabel	自定义
ProceedLabel	继续
StartLabel	开始
UseLabel	使用
PlayAgain	再次游玩
QuitLabel	退出
ReportLabel	报告
SabotageLabel	破坏
VentLabel	通风口
KillLabel	击杀
DiscussLabel	讨论！
SkippedVoting	已跳过投票
SkipVoteLabel	跳过投票
EmergencyMeeting	紧急会议
BodyReported	通报发现尸体
SkinLabel	皮肤
HatLabel	帽子
PetLabel	宠物
AnnouncementLabel	公告
UploadingLabel	上传中
ConnectionLabel	连接：
NoneLabel	无
PoorLabel	微弱
GoodLabel	良好
LogLabel	记录档
ReadingLabel	数值
WeatherDataDownload	下载气候数据
MiraBundle	MIRA HQ 捆绑包
MiraSkinBundle	MIRA HQ 皮肤捆绑包
PolusBundle	Polus 捆绑包
PolusSkinBundle	Polus 地图皮肤捆绑包
AirshipBundle	Airship 捆绑包
PetAlien1	脑动虫宠物捆绑包
PetCrewmate	迷你船员捆绑包
PetAnimal	仓鼠球宠物捆绑包
PetAlien2	压床蟹宠物捆绑包
PetStickmin	Stickmin 宠物捆绑包
PrisonerSkin	囚犯
Cyborg_RHM	得力助手重生
CCC_Officer	混乱收容中心主任
BeginLabel	开始
QuietLabel	嘘！
VentCleaning	清理通风口
CleanUp	清理
ProgressLabel	进度：
TermsOfUseTitle	使用条款
PPAndToUTitle	隐私条款与使用条款
ErrorNotAuthenticated	《Among Us》服务器无法验证您的身分。\r\n\n您必须拥有《Among Us》账号才能在线游玩。
ComePlayDiscord	来和我一起玩《Among Us》吧！
ShowAccountSupportID5	显示账号支持识别码
ShowAccountSupportID4	再按 4 次来显示
ShowAccountSupportID3	请不要分享这个识别码
ShowAccountSupportID2	直播时不要显示 (2)
ShowAccountSupportID1	确认要查看这组识别码
SupportIDLabel	支持识别码： {0}
YouAreNotOnline	您不在线上。
NoDeadBodiesFound	未发现尸体
SupportEmail	若有任何支持相关问题，请联络 support@innersloth.com。
PerfectLabel	完美
PSNErrorSessionFailed	当前的游戏连线区发生错误
PSNErrorSessionJoinFailed	无法加入游戏连线区
PSNErrorSessionGetInfoFailed	无法取得游戏连线区信息
PSNErrorPSNConnectionLost	PlayStation?Network 失去连接
PSNErrorUserSignedOut	用户已登出
CrossPlayTitle	跨平台游玩
CrossPlayAllPlatforms	所有平台
CrossPlaySamePlatform	相同平台
CrossPlayEnabledWarning	已启用跨平台游玩：您可能会遇到跨平台网络的玩家。
TimeOutText	登录需要一点时间。要以离线模式继续吗？
RetryText	再等一下
Continue	继续
GameComplete	游戏结束
LevelShorthand	等级 {0}
MaxLevel	最高等级
Cosmetic.hat_AbominalHat	雪怪头
Cosmetic.hat_Antenna_Black	通信不良：黑色
Cosmetic.hat_Astronaut-Blue	太空漫步帽：蓝色
Cosmetic.hat_Astronaut-Cyan	太空漫步帽：浅蓝色
Cosmetic.hat_Astronaut-Orange	太空漫步帽：橘色
Cosmetic.hat_Bandana_Blue	斯内克头带：蓝色
Cosmetic.hat_Bandana_Green	斯内克头带：绿色
Cosmetic.hat_Bandana_Pink	斯内克头带：粉红色
Cosmetic.hat_Bandana_Red	斯内克头带：红色
Cosmetic.hat_Bandana_White	斯内克头带：白色
Cosmetic.hat_Bandana_Yellow	斯内克头带：黄色
Cosmetic.hat_baseball_Black	反戴帽：黑色
Cosmetic.hat_baseball_Green	反戴帽：绿色
Cosmetic.hat_baseball_Lightblue	反戴帽：浅蓝色
Cosmetic.hat_baseball_LightGreen	反戴帽：浅绿色
Cosmetic.hat_baseball_Lilac	反戴帽：浅紫色
Cosmetic.hat_baseball_Orange	反戴帽：橘色
Cosmetic.hat_baseball_Pink	反戴帽：粉红色
Cosmetic.hat_baseball_Purple	反戴帽：紫色
Cosmetic.hat_baseball_Red	反戴帽：红色
Cosmetic.hat_baseball_White	反戴帽：白色
Cosmetic.hat_baseball_Yellow	反戴帽：黄色
Cosmetic.hat_Basketball	一球入筐
Cosmetic.hat_Beanie_Black	毛帽：黑色
Cosmetic.hat_Beanie_Blue	毛帽：蓝色
Cosmetic.hat_Beanie_Green	毛帽：绿色
Cosmetic.hat_Beanie_Lightblue	毛帽：粉蓝色
Cosmetic.hat_Beanie_LightGreen	毛帽：粉绿色
Cosmetic.hat_Beanie_LightPurple	毛帽：粉紫色
Cosmetic.hat_Beanie_Pink	毛帽：粉红色
Cosmetic.hat_Beanie_Purple	毛帽：紫色
Cosmetic.hat_Beanie_White	毛帽：白色
Cosmetic.hat_Beanie_Yellow	毛帽：黄色
Cosmetic.hat_Bowlingball	全倒
Cosmetic.hat_Chocolate	巧克力冰淇淋
Cosmetic.hat_CuppaJoe	Joe 监督帽
Cosmetic.hat_Deitied	神龛帽
Cosmetic.hat_Doc_black	诊疗帽：黑色
Cosmetic.hat_Doc_Orange	诊疗帽：橘色
Cosmetic.hat_Doc_Purple	诊疗帽：紫色
Cosmetic.hat_Doc_Red	诊疗帽：红色
Cosmetic.hat_Doc_White	诊疗帽：白色
Cosmetic.hat_Dodgeball	你出局了！
Cosmetic.hat_Dorag_Black	吹嘘海盗帽：煤炭灰
Cosmetic.hat_Dorag_Desert	吹嘘海盗帽：沙漠棕
Cosmetic.hat_Dorag_Jungle	吹嘘海盗帽：森林绿
Cosmetic.hat_Dorag_Purple	吹嘘海盗帽：紫色
Cosmetic.hat_Dorag_Sky	吹嘘海盗帽：天空蓝
Cosmetic.hat_Dorag_Snow	吹嘘海盗帽：雪白
Cosmetic.hat_Dorag_Yellow	吹嘘海盗帽：柑橘黄
Cosmetic.hat_DrillMetal	钻头
Cosmetic.hat_DrillStone	石制钻头
Cosmetic.hat_DrillWood	木制钻头
Cosmetic.hat_EarmuffGreen	毛绒耳罩：绿色
Cosmetic.hat_EarmuffsPink	毛绒耳罩：粉红色
Cosmetic.hat_EarmuffsYellow	毛绒耳罩：黄色
Cosmetic.hat_EarnmuffBlue	毛绒耳罩
Cosmetic.hat_Goggles_Black	护目镜：黑色
Cosmetic.hat_Goggles_Chrome	护目镜：铬合金色
Cosmetic.hat_GovtDesert	军官帽：沙漠棕
Cosmetic.hat_GovtHeadset	超棒耳机组
Cosmetic.hat_Hardhat_black	安全规范标准帽：黑色
Cosmetic.hat_Hardhat_Blue	安全规范标准帽：蓝色
Cosmetic.hat_Hardhat_Green	安全规范标准帽：绿色
Cosmetic.hat_Hardhat_Orange	安全规范标准帽：橘色
Cosmetic.hat_Hardhat_Pink	安全规范标准帽：粉红色
Cosmetic.hat_Hardhat_Purple	安全规范标准帽：紫色
Cosmetic.hat_Hardhat_Red	安全规范标准帽：红色
Cosmetic.hat_Hardhat_White	安全规范标准帽：白色
Cosmetic.hat_HardtopHat	起重机操作员帽
Cosmetic.hat_headslug_Purple	脑动虫：紫色
Cosmetic.hat_headslug_Red	脑动虫：红色
Cosmetic.hat_headslug_White	脑动虫：白色
Cosmetic.hat_headslug_Yellow	脑动虫：黄色
Cosmetic.hat_Heart	我爱你
Cosmetic.hat_Helmet	骑士帽
Cosmetic.hat_Herohood_Black	森林战士：黑色
Cosmetic.hat_Herohood_Blue	森林战士：蓝色
Cosmetic.hat_Herohood_Pink	森林战士：粉红色
Cosmetic.hat_Herohood_Purple	森林战士：紫色
Cosmetic.hat_Herohood_Red	森林战士：红色
Cosmetic.hat_Herohood_White	森林战士：白色
Cosmetic.hat_Herohood_Yellow	森林战士：黄色
Cosmetic.hat_Janitor	Haunted Hotel
Cosmetic.hat_MilitaryWinter	军官帽：凛冬白
Cosmetic.hat_MinerBlack	挫折矿工帽：黑色
Cosmetic.hat_MinerYellow	挫折矿工帽：黄色
Cosmetic.hat_mira_bush	一鸟在手
Cosmetic.hat_mira_case	重要机密
Cosmetic.hat_mira_cloud	云端做梦
Cosmetic.hat_mira_flower	异世之花
Cosmetic.hat_mira_flower_red	芬芳花朵
Cosmetic.hat_mira_gem	独特样本
Cosmetic.hat_mira_headset_blue	超大耳机组：蓝色
Cosmetic.hat_mira_headset_pink	超大耳机组：粉红色
Cosmetic.hat_mira_headset_yellow	超大耳机组：黄色
Cosmetic.hat_mira_leaf	藤蔓
Cosmetic.hat_mira_milk	水蜜桃汁
Cosmetic.hat_mira_sign_blue	地板湿滑：蓝色
Cosmetic.hat_NewYears2018	2019 新年帽
Cosmetic.hat_NoHat	无
Cosmetic.hat_Paperhat_Black	折纸帽：黑色
Cosmetic.hat_Paperhat_Blue	折纸帽：蓝色
Cosmetic.hat_Paperhat_Cyan	折纸帽：泡沫绿
Cosmetic.hat_Paperhat_Lightblue	折纸帽：天空蓝
Cosmetic.hat_Paperhat_Pink	折纸帽：粉红色
Cosmetic.hat_Paperhat_Yellow	折纸帽：黄色
Cosmetic.hat_astronaut	太空漫步帽
Cosmetic.hat_pk01_BaseballCap	反戴帽
Cosmetic.hat_brainslug	脑动虫
Cosmetic.hat_bushhat	邓迪帽
Cosmetic.hat_captain	船长帽
Cosmetic.hat_doubletophat	Chief高帽
Cosmetic.hat_flowerpot	盆栽帽
Cosmetic.hat_goggles	护目镜
Cosmetic.hat_hardhat	安全规范标准帽
Cosmetic.hat_military	军官帽
Cosmetic.hat_paperhat	折纸帽
Cosmetic.hat_partyhat	派对帽
Cosmetic.hat_police	警探帽
Cosmetic.hat_stethescope	诊疗帽
Cosmetic.hat_tophat	Grunt高帽
Cosmetic.hat_towelwizard	出浴毛巾帽
Cosmetic.hat_russian	高墙毛帽
Cosmetic.hat_viking	维京王帽
Cosmetic.hat_wallcap	高墙便帽
Cosmetic.hat_whitetophat	白色高帽
Cosmetic.hat_pk02_Crown	王冠
Cosmetic.hat_pk02_Eyebrows	Stickmin 粗眉
Cosmetic.hat_pk02_HaloHat	纯真光环
Cosmetic.hat_pk02_HeroCap	森林战士
Cosmetic.hat_pk02_PipCap	小吉姆帽
Cosmetic.hat_pk02_PlungerHat	马桶吸
Cosmetic.hat_pk02_ScubaHat	潜水镜
Cosmetic.hat_pk02_StickminHat	Stickmin 骑手
Cosmetic.hat_pk02_StrawHat	塞伦盖蒂帽
Cosmetic.hat_pk02_TenGallonHat	牛仔帽
Cosmetic.hat_pk02_ThirdEyeHat	第三只眼
Cosmetic.hat_pk02_ToiletPaperHat	最后一卷
Cosmetic.hat_pk02_Toppat	新 Chief 高帽
Cosmetic.hat_pk03_Fedora	迷人绅士帽
Cosmetic.hat_pk03_Goggles	安全第二
Cosmetic.hat_pk03_Headphones	超棒耳机组
Cosmetic.hat_pk03_Security1	严加戒备帽
Cosmetic.hat_pk03_StrapHat	园丁帽
Cosmetic.hat_pk03_Traffic	交通堵塞帽
Cosmetic.hat_traffic_purple	交通堵塞帽：紫色
Cosmetic.hat_pk04_Antenna	通信不良
Cosmetic.hat_pk04_Archae	西伯利亚寻宝帽
Cosmetic.hat_pk04_Balloon	小丑回魂帽
Cosmetic.hat_pk04_Banana	香蕉皮
Cosmetic.hat_pk04_Bandana	斯内克头带
Cosmetic.hat_pk04_Beanie	毛帽
Cosmetic.hat_pk04_Bear	灰熊难挡
Cosmetic.hat_pk04_BirdNest	一巢二卵
Cosmetic.hat_pk04_CCC	混沌遏制
Cosmetic.hat_pk04_Chef	我是大厨帽
Cosmetic.hat_pk04_DoRag	吹嘘海盗帽
Cosmetic.hat_pk04_Fez	土耳其毡帽
Cosmetic.hat_pk04_GeneralHat	将军帽
Cosmetic.hat_pk04_HunterCap	猎户帽
Cosmetic.hat_pk04_JungleHat	迷彩伪装帽
Cosmetic.hat_pk04_MinerCap	挫折矿工帽
Cosmetic.hat_pk04_MiniCrewmate	迷你船员
Cosmetic.hat_pk04_Pompadour	上梳头
Cosmetic.hat_pk04_RamHorns	公羊角
Cosmetic.hat_pk04_Slippery	地板湿滑
Cosmetic.hat_pk04_Snowman	雪友帽
Cosmetic.hat_pk04_Vagabond	神秘流浪者
Cosmetic.hat_pk04_WinterHat	防寒毛帽
Cosmetic.hat_pk05_Burthat	我是 Burt
Cosmetic.hat_pk05_Cheese	香浓奶酪
Cosmetic.hat_pk05_cheesetoppat	Muenster 奶酪帽
Cosmetic.hat_pk05_Cherry	点缀樱桃
Cosmetic.hat_pk05_davehat	博物馆保安帽
Cosmetic.hat_pk05_Egg	荷包蛋
Cosmetic.hat_pk05_Ellie	红发恶徒
Cosmetic.hat_pk05_EllieToppat	Ellie 新人帽
Cosmetic.hat_pk05_Ellryhat	缤纷飞机头
Cosmetic.hat_pk05_Fedora	暗夜帽
Cosmetic.hat_pk05_Flamingo	充气火烈鸟
Cosmetic.hat_pk05_FlowerPin	雏菊发饰
Cosmetic.hat_pk05_GeoffreyToppat	大头帽
Cosmetic.hat_pk05_Helmet	骑士帽
Cosmetic.hat_pk05_HenryToppat	Henry 新人帽
Cosmetic.hat_pk05_Macbethhat	Mr. Macbeth
Cosmetic.hat_pk05_Plant	萌芽
Cosmetic.hat_pk05_Svenhat	Sven Svensson
Cosmetic.hat_pk05_Wizardhat	巫师帽
Cosmetic.hat_pk06_Candycanes	拐杖糖
Cosmetic.hat_pk06_ElfHat	玩具老兄
Cosmetic.hat_pk06_Lights	发光小彩灯
Cosmetic.hats_newyears2018	2019 新年帽
Cosmetic.hat_pk06_Present	精致礼物
Cosmetic.hat_pk06_Reindeer	迷路麋鹿
Cosmetic.hat_pk06_Santa	送礼老兄
Cosmetic.hat_pk06_Snowman	雪人
Cosmetic.hat_pk06_tree	常青树
Cosmetic.hat_pkHW01_BatWings	蝙蝠翅膀
Cosmetic.hat_pkHW01_CatEyes	蝙蝠帽
Cosmetic.hat_pkHW01_Horns	惊骇恶魔
Cosmetic.hat_pkHW01_Machete	磨刀霍霍
Cosmetic.hat_pkHW01_Mohawk	摇滚朋克头
Cosmetic.hat_pkHW01_Pirate	别惹海盗
Cosmetic.hat_pkHW01_Pumpkin	南瓜帽
Cosmetic.hat_pkHW01_ScaryBag	怪物头罩
Cosmetic.hat_pkHW01_Witch	巫婆帽
Cosmetic.hat_pkHW01_Wolf	狼人头饰
Cosmetic.hat_Plunger_Blue	马桶吸：蓝色
Cosmetic.hat_Plunger_Yellow	马桶吸：黑与黄
Cosmetic.hat_Ponytail	金发公主
Cosmetic.hat_Pot	挖掘帽
Cosmetic.hat_Prototype	原型头盔
Cosmetic.hat_Ramhorn_Black	公羊角：黑色
Cosmetic.hat_Ramhorn_Red	公羊角：红色
Cosmetic.hat_Ramhorn_White	公羊角：白色
Cosmetic.hat_Records	档案室记录员帽
Cosmetic.hat_RockIce	地动山摇：冰冠帽
Cosmetic.hat_RockLava	地动山摇：火山爆发
Cosmetic.hat_Rubberglove	手套帽
Cosmetic.hat_Rupert	鲁珀特
Cosmetic.hat_SnowbeanieGreen	凛冬已至：绿色
Cosmetic.hat_SnowbeanieOrange	凛冬已至：橘色
Cosmetic.hat_SnowBeaniePurple	凛冬已至：紫色
Cosmetic.hat_SnowbeanieRed	凛冬已至
Cosmetic.hat_Soccer	头球
Cosmetic.hat_TenGallon_Black	牛仔帽：黑色
Cosmetic.hat_TenGallon_White	牛仔帽：白色
Cosmetic.hat_ThomasC	Thomas Top
Cosmetic.hat_ToppatHair	Cool Katie
Cosmetic.hat_Traffic_Blue	交通堵塞帽：蓝色
Cosmetic.hat_Traffic_Red	交通堵塞帽：红色
Cosmetic.hat_Traffic_Yellow	交通堵塞帽：黄色
Cosmetic.hat_Unicorn	神奇独角兽
Cosmetic.hat_Visor	遮阳帽
Cosmetic.hat_Voleyball	扣球
Cosmetic.hat_WilfordIV	Sir Wilford IV
Cosmetic.hat_Winston	腐败官员帽
Cosmetic.hat_WinterGreen	防寒毛帽：绿色
Cosmetic.hat_WinterHelmet	迷彩伪装帽：凛冬白
Cosmetic.hat_WinterRed	防寒毛帽：红色
Cosmetic.hat_WinterYellow	防寒毛帽：黄色
Cosmetic.hat_Zipper	船员装
Cosmetic.nameplate_airship_CCC	混沌遏制中心
Cosmetic.nameplate_airship_Diamond	钻石！
Cosmetic.nameplate_airship_Emerald	绿宝石！
Cosmetic.nameplate_airship_Gems	空中保险库
Cosmetic.nameplate_airship_government	伟大名牌
Cosmetic.nameplate_Airship_Hull	Airship 船体
Cosmetic.nameplate_airship_Ruby	红宝石！
Cosmetic.nameplate_airship_Sky	云端之上
Cosmetic.nameplate_airship_Toppat	托帕特 Airship
Cosmetic.nameplate_is_dig	Dig2China
Cosmetic.nameplate_is_game	运动
Cosmetic.nameplate_is_ghost	幽灵塔
Cosmetic.nameplate_is_green	神的草坪
Cosmetic.nameplate_is_sand	众神祝福
Cosmetic.nameplate_is_trees	树木
Cosmetic.nameplate_is_yard	挖掘场
Cosmetic.nameplate_Mira_Cafeteria	今日特餐：披萨果汁
Cosmetic.nameplate_Mira_Glass	地面蓝天
Cosmetic.nameplate_Mira_Tiles	六角蜂巢
Cosmetic.nameplate_Mira_Vines	谁的藤蔓
Cosmetic.nameplate_Mira_Wood	投射木光
Cosmetic.nameplate_NoPlate	无
Cosmetic.nameplate_Polus_Colors	Polus 调色板
Cosmetic.nameplate_Polus_DVD	SimSong 狂粉
Cosmetic.nameplate_Polus_Ground	紫色星球
Cosmetic.nameplate_Polus_Lava	岩浆
Cosmetic.nameplate_Polus_Planet	Polus 星球
Cosmetic.nameplate_Polus_Snow	雪地
Cosmetic.nameplate_Polus_SpecimenBlue	样本：蓝色
Cosmetic.nameplate_Polus_SpecimenGreen	样本：绿色
Cosmetic.nameplate_Polus_SpecimenPurple	样本：紫色
Cosmetic.nameplate_Polus-Skyline	Polus 地平线
Cosmetic.nameplate_Polus-Snowmates	Polus 雪友
Cosmetic.pet_Alien	脑动虫
Cosmetic.pet_Bedcrab	压床蟹
Cosmetic.pet_Bush	灌木伙伴
Cosmetic.pet_Charles	Charles 直升机
Cosmetic.pet_Charles_Red	高帽直升机
